record_id,date,category,value,unit,source,status
R0000974,2022-12-26,imaging,48.14,count,system_c,OK
R0001010,2022-01-12,imaging,2.19,min,system_c,cancelled
R0001037,2022-08-06,imaging,45.66,min,system_c,review
R0000775,2022-02-23,transfer,4.21,count,system_b,review
R0000712,2022-05-21,lab_test,,g/dL,system_b,ok
R0000267,2022-06-25,MEDICATION,221.16,dose, system_c,pending
R0000412,2022-02-11,billing,4684.8,EUR,system_b,rejected
R0000508,2022-06-26,imaging,23.51,count,manual_entry,ok
R0001047,2022-03-08,medication,443.65,ml,system_c,OK
R0000046,19/10/2022,medication,804.1,dose,system_b,pending
R0000817,2022-07-26,transfer,4.33,points,system_b,rejected
R0001187,2022-11-01,admission,7.88,points,system_a,ok
R0001055,2022-05-31,imaging ,48.82,min,import_batch,rejected
R0000590,2022-07-11,BILLING,2562.43,EUR, manual_entry,Ok
R0000023,2022-05-16,imaging,87.05,min, import_batch,cancelled
R0000217,2022-01-20,lab_test,,mmol/L, system_b,ok
R0000814,2022-10-31,discharge ,8.9,count,system_a,pending
R0000325,2022-07-12,admission,7.1,min,system_c,pending
R0000607,2022-09-11,follow_up,48.27,min,system_c,pending
R0000236,2022-12-16,ADMISSION,8.82,min,system_c,pending
R0000593,2022-05-06,labtest,24.31,g/dL,manual_entry,pending
R0000774,2022-05-15,follow_up,99.84,min,manual_entry,cancelled
R0000542,2022-05-09,transfer ,2.68,min,system_a,Rejected
R0001020,2022-08-11,admission,5.78,min,system_b,
R0000465,2022-08-21,lab_test,14.29,mg/L, system_b,review
R0001064,2022-12-13,follow_up,,count,,review
R0000693,2022-01-11,admission,4.07,points,manual_entry,ok
R0000266,2022-01-15,discharge,8.32,min,import_batch,rejected
R0000649,2022-11-08,admission,1.77,points,MANUAL_ENTRY,cancelled
R0000270,2022-09-23,medication,222.87,dose, manual_entry,pending
R0000105,2022-08-14,admission,6.78,points,manual_entry,
R0000960,03/12/2022,admission,3.79,count,system_b,pending
R0000522,2022-04-02,imaging,,min,system_b,pending
R0000878,2022-04-15,lab_test,18.76,g/dL,system_a,rejected
R0001009,2022-04-20,billing,257.16,SEK,system_c,pending
R0000433,2022-04-14,imaging,69.51,count,system_b,ok
R0000214,2022-08-08,follow_up,5.8,count,import_batch,ok
R0001129,2022-03-05,follow_up,80.69,count,,
R0001076,2022-09-24,billing,1095.8,SEK,system_b,Cancelled
R0001162,17/03/2022,lab_test,7.98,mg/L,system_c,cancelled
R0000271,2022-08-03,ADMISSION,1.91,count,system_c,cancelled
R0000009, 2022-02-05 ,admission,,min,system_c,ok
R0000220,2022-12-10,follow-up,83.15,count,SYSTEM_B,OK
R0001045, 2022-09-29 ,labtest,9.37,g/dL,,review
R0000139,2022-02-12,follow_up,68.4,points,system_a,ok
R0000002,2022-06-26,billing,4353.04,USD,system_c,ok
R0000560,2022-12-29,admission ,9.45,count,,review
R0000574,2022-01-20,transfer,2.17,points,import_batch,review
R0000686,2022-05-23,transfer,4.54,count,import_batch,pending
R0000194,2022-01-18,follow_up,49.31,count,manual_entry,pending
R0000039,2022-05-04,admission,2.91,min,system_c,pending
R0000128,2022-01-25,transfer ,7.53,count,system_a,rejected
R0000383,2022-10-17,follow-up,41.72,points,system_a,review
R0001011,2022-06-29,billing,4306.23,SEK,import_batch,review
R0000272,2022-03-18,transfer,2.62,min,system_a,rejected
R0000849,2022-03-07,discharge,6.43,points,manual_entry,
R0000991,2022-03-27,transfer,6.02,count,system_c,rejected
R0000307, 2022-08-07 ,admission,4.08,min,import_batch,pending
R0000942,2022-10-06,admission,6.68,min,system_c,pending
R0000651,2022-01-26,imaging,55.32,count,system_c,pending
R0000838,2022-09-12,discharge,6.22,min,manual_entry,OK
R0000894,2022-05-10,discharge,5.97,points,manual_entry,Cancelled
R0000549,2022-07-05,imaging,9.97,min,system_c,pending
R0000343,2022-05-21,MEDICATION,573.29,ml,system_a,cancelled
R0000210,2022-04-08,transfer,,points,system_c,ok
R0000914,2022-02-28,lab_test,14.5,g/dL,manual_entry,
R0000650,2022-07-03,medication,847.75,ml,,
R0000332,2022-09-03,follow_up,89.57,count,system_c,Ok
R0000473,2022-10-24,labtest,14.03,g/dL,system_b,rejected
R0001171,2022-01-14,lab_test,18.1,mg/L,,cancelled
R0000639,2022-09-17,admission,6.38,count,system_b,
R0000374,2022-09-05,transfer,6.23,min,import_batch,cancelled
R0000915,2022-02-06,imaging,73.49,count,system_a,
R0000036,2022-08-08,billing,2980.88,USD,system_c,review
R0000079,2022-04-12,discharge,2.99,min,import_batch,pending
R0001141,2022-01-26,discharge,5.38,count,manual_entry,
R0001126, 2022-07-11 ,imaging,14.72,min,import_batch,rejected
R0000722,2022-01-21,BILLING,4422.62,EUR,import_batch,ok
R0000837,2022-03-31,admission,5.11,min,system_a,ok
R0000071,2022-10-15,discharge,4.37,min,system_a,pending
R0000263,2022-11-03,billing,4819.47,USD,manual_entry,review
R0000262,2022-01-20,admission ,,points,system_b,cancelled
R0000827,2022-07-12,transfer ,2.78,min,system_c,review
R0000387,2022-01-09,lab_test,14.01,mg/L,import_batch,ok
R0000085,2022-10-04,discharge,1.16,min,manual_entry,cancelled
R0000534,13/07/2022,discharge,1.59,points,system_c,ok
R0000182,2022-08-20,medication,215.81,dose,system_c,Pending
R0001106,2022-07-28,labtest,21.28,mmol/L,SYSTEM_B,ok
R0000256,2022-08-21,discharge,8.81,points,import_batch,cancelled
R0000937,2022-01-26,billing,3633.3,EUR,system_a,pending
R0000352,2022-02-05,admission,2.36,points,,rejected
R0000005,2022-03-15,imaging,3.86,count,import_batch,rejected
R0000420,2022-08-10,billing,704.58,EUR,system_b,pending
R0000388,2022-04-18,medication,889.84,mg,SYSTEM_C,pending
R0000666,2022-12-11,admission,3.86,points,system_a,review
R0000785,2022-11-17,discharge,3.88,count,manual_entry,pending
R0000432,2022-11-29,follow_up,67.38,points,system_b,pending
R0000609,2022-02-24,imaging,78.24,min,system_c,review
R0000558,2022-04-07,follow-up,81.56,count, system_b,pending
R0000163,2022-12-07,billing,3855.98,USD,system_c,ok
R0000876,2022-07-27,ADMISSION,3.58,min,import_batch,review
R0000029,2022-05-13,follow_up,95.0,points,import_batch,pending
R0000468,2022-02-07,DISCHARGE,6.33,min,system_a,cancelled
R0000187,2022-05-17,IMAGING,,min,import_batch,pending
R0000498,2022-07-15,discharge,7.1,points,system_c,ok
R0000483,2022-04-18,MEDICATION,347.29,ml,system_a,pending
R0000246,2022-06-19,lab_test,21.3,g/dL,import_batch,pending
R0000933,2022-06-22,follow_up,79.0,count,manual_entry,cancelled
R0000521,2022-10-21,medication,148.28,ml,system_a,ok
R0000859,2022-12-21,transfer,9.27,points,import_batch,review
R0000138,11/07/2022,admission,8.26,points,system_b,cancelled
R0000676,21/07/2022,discharge,4.39,points,system_c,pending
R0000044,2022-02-11,imaging,40.4,min,import_batch,pending
R0000629,2022-05-22,BILLING,,EUR,import_batch,pending
R0000696,2022-05-13,billing ,3525.83,USD,system_b,cancelled
R0000980,2022-08-25,imaging,43.51,min,import_batch,Review
R0000403,2022-10-18,discharge,3.39,points,import_batch,ok
R0000253,2022-04-19,billing,1796.85,SEK,IMPORT_BATCH,Pending
R0000298,2022-03-03,discharge,,min,manual_entry,cancelled
R0000389,2022-02-19,discharge,7.97,count,import_batch,Ok
R0000104,2022-10-20,lab_test,16.5,g/dL,IMPORT_BATCH,review
R0000119, 2022-08-21 ,billing,4812.55,SEK,,ok
R0000899,2022-05-03,transfer,3.7,count,import_batch,ok
R0000412,2022-02-11,billing,4685.38,EUR,system_b,rejected
R0000356,2022-12-26,follow_up,57.93,points,system_a,
R0000732,2022-09-07,lab_test,23.79,mmol/L,system_c,ok
R0000381,2022-03-12,medication,67.05,dose,manual_entry,rejected
R0000999,22/04/2022,follow_up,72.96,points,manual_entry,rejected
R0000491,2022-12-22,imaging,50.2,min,system_c,ok
R0000770,2022-12-29,discharge,8.25,points,system_a,pending
R0000791,2022-02-04,admission,,min,system_b,ok
R0000685,2022-08-06,follow-up,98.91,count, system_b,ok
R0000177,2022-07-08,admission,8.79,count,MANUAL_ENTRY,cancelled
R0000505,2022-04-10,transfer,9.73,min,import_batch,ok
R0000923,2022-02-22,imaging,86.22,min,system_b,rejected
R0000598,2022-09-07,medication,946.4,ml,system_c,review
R0000752,2022-05-12,DISCHARGE,9.89,count,import_batch,ok
R0000186,2022-04-03,imaging,72.39,count,system_c,review
R0000882,2022-01-22,discharge,4.4,count,system_c,review
R0000659,2022-05-04,follow_up,83.39,count,import_batch,cancelled
R0000684,2022-10-31,medication,78.4,dose,system_c,rejected
R0000015,2022-04-06,follow-up,5.85,min,system_a,Pending
R0000124,2022-09-19,TRANSFER,8.46,points,system_b,pending
R0000496,2022-12-01,transfer,2.86,points,system_b,
R0000724,24/04/2022,discharge,3.2,points,manual_entry,pending
R0000429,2022-07-31,discharge,9.86,min,manual_entry,ok
R0000503,2022-02-12,imaging,87.56,min,import_batch,Rejected
R0000822,2022-06-14,transfer,7.19,count,manual_entry,cancelled
R0001044,2022-06-10,imaging,4.96,min,system_a,review
R0000715, 2022-08-01 ,follow_up,74.8,min, manual_entry,pending
R0000445,2022-10-31,transfer,2.13,points,import_batch,Ok
R0000162,2022-05-18,discharge ,9.93,min,system_b,rejected
R0000901,2022-09-03,imaging,77.12,min,system_b,ok
R0000287,2022-11-27,follow-up,96.97,points,system_b,pending
R0000824, 2022-09-06 ,billing,1850.72,EUR,system_a,pending
R0000777,2022-11-03,admission,2.33,min,import_batch,
R0000422,2022-12-30,lab_test,11.06,g/dL,manual_entry,Rejected
R0001139,2022-08-04,follow-up,18.54,points,manual_entry,review
R0000703,2022-01-01,transfer,4.82,points,IMPORT_BATCH,pending
R0000143,2022-07-14,billing,,EUR,manual_entry,rejected
R0000821,2022-02-02,admission,6.67,points,system_b,pending
R0000424,2022-12-29,lab_test,12.5,mg/L,system_a,cancelled
R0000945,2022-02-22,admission,9.25,min,import_batch,rejected
R0000435,2022-03-24,follow-up,42.2,count,manual_entry,cancelled
R0000614,2022-01-24,admission,2.6,min,system_a,rejected
R0000278,04/10/2022,labtest,6.26,mmol/L,SYSTEM_B,cancelled
R0000125,2022-12-25,admission,6.08,points,system_a,Review
R0000440,2022-03-12,admission,7.4,count,manual_entry,pending
R0000581,2022-10-18,billing,369.13,SEK,manual_entry,rejected
R0000088,19/08/2022,admission,1.92,min,system_b,rejected
R0000252,2022-02-09,follow_up,32.41,count,system_c,rejected
R0001029,2022-10-03,discharge,6.54,points,import_batch,rejected
R0000207,2022-06-06,imaging,24.95,count,system_a,ok
R0000672,24/03/2022,discharge,7.9,min,system_c,rejected
R0000121,2022-07-16,imaging ,46.86,min,system_b,
R0000087,2022-03-12,imaging,18.27,min,system_c,pending
R0000874,2022-03-29,discharge,8.01,count,import_batch,
R0000499,2022-11-25,imaging,55.86,count,system_b,cancelled
R0001197,2022-03-12,billing,1662.12,EUR,system_a,Cancelled
R0000716,2022-04-02,admission,5.42,min,import_batch,pending
R0000646,2022-12-04,billing,,SEK,manual_entry,ok
R0000276,2022-03-27,DISCHARGE,3.85,min,system_c,review
R0000630,05/06/2022,lab_test,22.57,g/dL,system_b,pending
R0000972,2022-04-06,discharge,3.13,min,manual_entry,rejected
R0000258,2022-07-15,discharge,168.32,count,manual_entry,pending
R0000510,2022-07-29,transfer,2.64,count,system_b,pending
R0000022,2022-04-25,billing,1370.69,USD,manual_entry,cancelled
R0001118,2022-04-04,admission,3.76,points,import_batch,rejected
R0000494,2022-05-08,imaging,73.22,count,manual_entry,ok
R0000250,2022-03-13,lab_test,14.78,mg/L,system_a,review
R0000249,2022-10-04,imaging,80.4,count,import_batch,review
R0000041,2022-04-10,imaging ,67.12,count,manual_entry,review
R0000809,2022-12-23,follow_up,13.06,min,system_a,Rejected
R0000260,2022-10-13,imaging,10.49,min,import_batch,rejected
R0000400,2022-11-28,admission ,7.68,min,system_a,ok
R0000653, 2022-06-21 ,discharge,3.13,count,manual_entry,ok
R0000025,07/12/2022,BILLING,3134.62,USD,import_batch,cancelled
R0000952,2022-01-29,admission,9.42,min,import_batch,ok
R0000043,2022-11-07,admission,1.59,min,system_b,pending
R0001034,2022-07-13,discharge,4.81,count,system_b,review
R0000642,2022-03-06,discharge,7.77,count,,pending
R0000184,2022-01-16,discharge,2.16,points,system_a,rejected
R0000766,26/11/2022,follow-up,10.4,min,import_batch,Rejected
R0000453,28/01/2022,follow_up,16.56,points,system_c,pending
R0000426,2022-12-01,admission,4.43,points,manual_entry,rejected
R0000867,2022-04-29,DISCHARGE,5.14,min,SYSTEM_A,review
R0000871,2022-07-06,BILLING,1382.15,EUR,system_b,pending
R0000303,2022-12-22,MEDICATION,305.81,dose,system_b,rejected
R0000647,2022-08-07,admission,4.13,count,system_c,cancelled
R0000759,2022-04-14,transfer,5.78,points,import_batch,review
R0000097,2022-08-13,admission,4.91,min,manual_entry,ok
R0000959,2022-08-23,imaging ,13.58,count,system_a,rejected
R0000912,2022-01-09,follow-up,10.69,min,system_b,review
R0000216,2022-07-03,billing,4128.03,EUR,import_batch,pending
R0000342,2022-11-02,medication,11.77,ml,system_c,cancelled
R0000047,2022-12-12,follow-up,40.25,points,IMPORT_BATCH,Cancelled
R0000024,2022-12-10,billing,4921.97,EUR, system_a,review
R0000690,2022-03-09,follow-up,75.06,points,,pending
R0000564,2022-09-02,medication,499.75,mg,system_a,pending
R0000164,2022-01-24,discharge,4.87,min,system_c,cancelled
R0001159,2022-01-09,medication,217.57,mg,system_b,review
R0001007,2022-09-13,transfer,5.3,count,import_batch,rejected
R0000504,2022-01-03,medication,176.52,mg,import_batch,rejected
R0001151, 2022-08-09 ,transfer ,8.77,count,import_batch,rejected
R0000234,2022-10-05,billing,1935.31,USD,system_b,ok
R0001099,2022-03-24,lab_test,9.31,g/dL,manual_entry,rejected
R0000890,2022-10-26,medication,918.17,ml,system_b,
R0001096,2022-05-06,lab_test,3.82,g/dL,SYSTEM_A,rejected
R0001030,2022-03-03,medication,,dose,system_a,cancelled
R0001082,2022-08-04,billing,4467.39,SEK,system_c,pending
R0000572,2022-06-08,imaging,54.68,count,import_batch,
R0000061,12/05/2022,follow-up,9.01,min,system_b,review
R0000446,2022-05-01,medication,60.89,dose,system_a,review
R0000374,2022-09-05,transfer,8.08,min,import_batch,cancelled
R0000170,2022-03-30,admission,2.01,count,system_a,review
R0000215,2022-06-09,follow_up,73.07,count,import_batch,pending
R0001137,2022-02-15,follow_up,80.34,count,system_b,rejected
R0000802,2022-03-08,follow-up,66.7,count,system_b,pending
R0001072,2022-08-24,lab_test,400.66,mmol/L,system_b,review
R0000328,2022-06-09,lab test,-17.87,mg/L,import_batch,ok
R0001017,2022-03-02,medication,-810.28,mg,,
R0000872,2022-09-24,IMAGING,62.88,count,manual_entry,pending
R0000423,2022-01-03,follow_up,12.37,points,system_b,review
R0000545,2022-09-06,billing ,674.31,SEK,system_a,ok
R0000203, 2022-06-03 ,follow_up,,min,system_c,ok
R0000674,2022-09-16,imaging,,count,manual_entry,cancelled
R0000538,13/12/2022,imaging,8.53,count,system_a,pending
R0001156,2022-03-20,transfer,6.03,count,manual_entry,pending
R0001155,2022-03-21,billing,4033.35,SEK,system_c,cancelled
R0001172,2022-11-25,TRANSFER,3.01,count,,pending
R0000030,2022-04-20,medication,240.01,dose,system_c,pending
R0000947,2022-01-05,admission,6.51,count,manual_entry,review
R0000168,2022-08-08,admission,7.5,count,manual_entry,ok
R0000926,2022-03-30,DISCHARGE,147.9,points, import_batch,Review
R0000385,2022-06-15,labtest,22.81,mmol/L,system_a,ok
R0001191,2022-08-31,medication,1.54,mg,system_a,review
R0001084,2022-04-16,medication,331.52,mg,system_a,ok
R0000613,2022-08-22,medication,95.15,ml,system_c,ok
R0000282,2022-03-19,medication,269.55,dose,system_a,review
R0000152,2022-06-28,imaging,61.48,min,manual_entry,ok
R0001104,2022-12-25,labtest,12.23,mg/L,import_batch,cancelled
R0000948,2022-12-19,lab test,0.83,mg/L,system_b,
R0000904,2022-11-14,discharge,1.75,points,system_b,
R0000147, 2022-11-30 ,discharge,5.46,count,system_a,cancelled
R0000294,2022-07-10,follow_up,16.68,min,system_b,cancelled
R0000367, 2022-11-28 ,admission,8.18,min,import_batch,pending
R0000106,2022-08-19,follow-up,86.15,points,manual_entry,cancelled
R0000228,2022-01-02,follow_up,81.66,min,import_batch,ok
R0001062,21/09/2022,follow-up,79.23,count,import_batch,review
R0000259,2022-01-04,discharge,3.09,min, manual_entry,ok
R0001065,2022-09-19,billing ,1512.58,USD,system_b,pending
R0000714, 2022-10-20 ,follow_up,31.96,count,manual_entry,cancelled
R0001170,2022-08-26,transfer,3.57,count,manual_entry,review
R0000673,2022-05-25,transfer,9.46,points,system_a,
R0001005,2022-06-04,follow_up,72.2,count,system_b,ok
R0000171,2022-07-25,DISCHARGE,,count,system_a,review
R0001150,2022-01-15,labtest,,mg/L,manual_entry,review
R0000350,2022-04-13,medication,770.11,dose,system_a,cancelled
R0000898,2022-11-08,medication,,ml,manual_entry,rejected
R0000760,2022-02-04,billing,4474.04,USD,system_a,pending
R0000938,2022-11-16,lab_test,13.86,mmol/L,system_b,review
R0000610,2022-08-14,IMAGING,3.54,min,import_batch,review
R0001059,2022-03-17,transfer,2.96,min,,cancelled
R0001054,2022-02-09,transfer,9.82,min,system_c,cancelled
R0000568,2022-02-10,discharge,7.6,points,system_a,Pending
R0000799,2022-08-02,transfer,2.3,min,system_b,pending
R0000604, 2022-02-23 ,transfer,7.27,count,system_a,OK
R0000349,2022-02-08,imaging,11.68,count,import_batch,pending
R0000589,2022-08-26,discharge,1.29,points,manual_entry,ok
R0000595,2022-06-10,medication,494.75,mg,manual_entry,ok
R0001070,2022-01-16,lab_test,13.25,mmol/L,import_batch,rejected
R0000839,2022-12-20,follow_up,4.4,count,system_c,cancelled
R0001107,2022-01-12,IMAGING,71.58,count,system_c,pending
R0000175,16/07/2022,follow_up,25.51,count, system_b,ok
R0000195,07/11/2022,transfer,2.53,count,system_a,ok
R0000336,2022-02-15,admission,5.78,points,system_c,rejected
R0000698,2022-10-31,transfer,5.28,count,system_c,ok
R0000480,2022-09-23,admission,3.11,count,system_b,pending
R0001089,2022-12-08,follow_up,44.29,min,system_a,cancelled
R0000035,13/12/2022,follow_up,46.5,points,system_a,Review
R0001183,2022-10-03,transfer,1.18,points,system_a,review
R0000467,2022-06-18,IMAGING,29.15,min,system_a,ok
R0000983,2022-06-30,follow_up,16.79,count,system_c,rejected
R0000697,2022-12-26,MEDICATION,631.48,mg,import_batch,
R0001135,2022-11-17,medication,720.38,mg,system_c,Review
R0001091,22/06/2022,admission,,min,system_c,ok
R0000099,2022-02-07,DISCHARGE,4.48,count,manual_entry,rejected
R0000230,2022-08-10,discharge,8.54,count,import_batch,review
R0000076,2022-03-12,imaging,10.87,count,SYSTEM_C,ok
R0000060,2022-11-27,admission,9.14,points,system_c,pending
R0001200,2022-11-23,transfer ,2.04,min,manual_entry,
R0001178,2022-02-19,imaging,66.64,min,system_c,pending
R0000989,2022-02-25,billing,4004.08,USD,,pending
R0000108,2022-07-26,billing,1796.83,SEK, manual_entry,pending
R0000700,2022-02-16,billing,4615.65,SEK,system_b,cancelled
R0000537,2022-11-21,follow-up,50.22,min,system_b,rejected
R0000881,2022-10-08,TRANSFER,6.52,min,import_batch,rejected
R0000771,2022-02-08,transfer,9.63,min,import_batch,review
R0000527,2022-09-03,discharge,6.69,points,system_a,ok
R0001179,2022-11-12,admission,8.98,count,,pending
R0001084,2022-04-16,medication,331.52,mg,system_a,ok
R0000280,2022-05-30,transfer,1.0,count,manual_entry,rejected
R0000812,2022-02-16,discharge ,9.72,points,import_batch,ok
R0000430,2022-12-10,medication,503.94,dose,system_b,cancelled
R0000460,2022-12-29,MEDICATION,140.51,dose,import_batch,cancelled
R0000636,2022-05-09,follow_up,56.92,min,manual_entry,pending
